timestamp,Temperature (BME280) (°C),Humidity (BME280) (%),Pressure (BME280) (hPa),Light Intensity (BH1750) (lux),Lightning Detection (AS3935),Lightning Distance (AS3935) (km),Rain Event (LM393),Temperature (MCP9808) (°C),UV Index (GY-8511),Rain Accumulation (SEN0575) (mm),Wind Speed (Anemometer) (m/s),Wind Direction (Wind Vane) (deg),PM1.0 (PMSA003I) (µg/m³),PM2.5 (PMSA003I) (µg/m³),PM10.0 (PMSA003I) (µg/m³)
2025-03-02 15:38:22,,,,,,,,,,,,,9,10,11
2025-03-02 15:38:37,,,,,,,,,,,,,8,10,13
2025-03-02 15:38:52,,,,,,,,,,,,,8,10,10
2025-03-02 15:39:07,,,,,,,,,,,,,8,10,11
2025-03-02 15:39:22,,,,,,,,,,,,,7,8,8
2025-03-02 15:39:37,,,,,,,,,,,,,7,8,9
2025-03-02 15:39:52,,,,,,,,,,,,,8,9,10
2025-03-02 15:40:07,,,,,,,,,,,,,8,8,8
2025-03-02 15:40:22,,,,,,,,,,,,,8,10,10
2025-03-02 15:40:37,,,,,,,,,,,,,9,11,12
2025-03-02 15:40:52,,,,,,,,,,,,,8,10,10
2025-03-02 15:41:07,,,,,,,,,,,,,8,11,11
2025-03-02 15:41:22,,,,,,,,,,,,,9,11,13
2025-03-02 15:41:37,,,,,,,,,,,,,9,10,10
2025-03-02 15:41:52,,,,,,,,,,,,,9,12,14
2025-03-02 15:42:07,,,,,,,,,,,,,6,9,9
2025-03-02 15:42:22,,,,,,,,,,,,,8,10,10
2025-03-02 15:42:37,,,,,,,,,,,,,8,9,9
2025-03-02 15:42:52,,,,,,,,,,,,,7,8,8
2025-03-02 15:43:07,,,,,,,,,,,,,8,9,9
2025-03-02 15:43:22,,,,,,,,,,,,,7,8,8
2025-03-02 15:43:37,,,,,,,,,,,,,8,10,10
2025-03-02 15:43:52,,,,,,,,,,,,,9,10,10
2025-03-02 15:44:07,,,,,,,,,,,,,10,11,11
2025-03-02 15:44:22,,,,,,,,,,,,,8,10,12
2025-03-02 15:44:37,,,,,,,,,,,,,8,10,10
2025-03-02 15:44:52,,,,,,,,,,,,,8,9,9
2025-03-02 15:45:07,,,,,,,,,,,,,8,9,11
2025-03-02 15:45:22,,,,,,,,,,,,,7,11,11
2025-03-02 15:45:38,,,,,,,,,,,,,8,10,10
2025-03-02 15:45:53,,,,,,,,,,,,,8,9,10
2025-03-02 15:46:08,,,,,,,,,,,,,9,11,11
2025-03-02 15:46:23,,,,,,,,,,,,,8,9,9
2025-03-02 15:46:38,,,,,,,,,,,,,8,9,9
2025-03-02 15:46:53,,,,,,,,,,,,,8,9,9
2025-03-02 15:47:08,,,,,,,,,,,,,9,12,15
2025-03-02 15:47:23,,,,,,,,,,,,,9,10,10
2025-03-02 15:47:38,,,,,,,,,,,,,8,11,11
2025-03-02 15:47:53,,,,,,,,,,,,,9,11,11
2025-03-02 15:48:08,,,,,,,,,,,,,8,10,11
2025-03-02 15:48:23,,,,,,,,,,,,,9,11,13
2025-03-02 15:48:38,,,,,,,,,,,,,10,12,12
2025-03-02 15:48:53,,,,,,,,,,,,,7,9,9
2025-03-02 15:49:08,,,,,,,,,,,,,8,10,10
2025-03-02 15:49:23,,,,,,,,,,,,,7,10,11
2025-03-02 15:49:38,,,,,,,,,,,,,8,9,9
2025-03-02 15:49:53,,,,,,,,,,,,,8,10,10
2025-03-02 15:50:08,,,,,,,,,,,,,9,11,12
2025-03-02 15:50:23,,,,,,,,,,,,,10,11,12
2025-03-02 15:50:38,,,,,,,,,,,,,7,9,11
2025-03-02 15:50:53,,,,,,,,,,,,,8,9,10
2025-03-02 15:51:08,,,,,,,,,,,,,7,10,15
2025-03-02 15:51:23,,,,,,,,,,,,,8,9,11
2025-03-02 15:51:38,,,,,,,,,,,,,8,10,16
2025-03-02 15:51:53,,,,,,,,,,,,,8,11,11
2025-03-02 15:52:08,,,,,,,,,,,,,7,10,12
2025-03-02 15:52:23,,,,,,,,,,,,,9,15,16
2025-03-02 15:52:38,,,,,,,,,,,,,11,13,13
2025-03-02 15:52:53,,,,,,,,,,,,,11,13,13
2025-03-02 15:53:08,,,,,,,,,,,,,14,19,21
2025-03-02 15:53:23,,,,,,,,,,,,,13,20,22
2025-03-02 15:53:38,,,,,,,,,,,,,13,17,17
2025-03-02 15:53:53,,,,,,,,,,,,,14,21,26
2025-03-02 15:54:08,,,,,,,,,,,,,13,19,20
2025-03-02 15:54:23,,,,,,,,,,,,,10,15,16
2025-03-02 15:54:38,,,,,,,,,,,,,10,18,21
2025-03-02 15:54:53,,,,,,,,,,,,,10,14,14
2025-03-02 15:55:08,,,,,,,,,,,,,10,11,11
2025-03-02 15:55:23,,,,,,,,,,,,,8,10,10
2025-03-02 15:55:38,,,,,,,,,,,,,10,12,12
2025-03-02 15:55:53,,,,,,,,,,,,,8,9,9
2025-03-02 15:56:08,,,,,,,,,,,,,8,10,10
2025-03-02 15:56:23,,,,,,,,,,,,,8,8,8
2025-03-02 15:56:38,,,,,,,,,,,,,10,10,12
2025-03-02 15:56:53,,,,,,,,,,,,,9,11,12
2025-03-02 15:57:08,,,,,,,,,,,,,7,9,10
2025-03-02 15:57:23,,,,,,,,,,,,,9,11,12
2025-03-02 15:57:38,,,,,,,,,,,,,9,11,11
2025-03-02 15:57:53,,,,,,,,,,,,,9,11,12
2025-03-02 15:58:08,,,,,,,,,,,,,8,12,14
2025-03-02 15:58:23,,,,,,,,,,,,,8,8,10
2025-03-02 15:58:38,,,,,,,,,,,,,9,11,11
2025-03-02 15:58:53,,,,,,,,,,,,,12,17,17
2025-03-02 15:59:08,,,,,,,,,,,,,11,16,17
2025-03-02 15:59:23,,,,,,,,,,,,,10,13,13
2025-03-02 15:59:38,,,,,,,,,,,,,10,12,14
2025-03-02 15:59:53,,,,,,,,,,,,,9,12,12
2025-03-02 16:00:08,,,,,,,,,,,,,8,10,10
2025-03-02 16:00:23,,,,,,,,,,,,,8,10,10
2025-03-02 16:00:38,,,,,,,,,,,,,10,12,14
2025-03-02 16:00:54,,,,,,,,,,,,,7,9,9
2025-03-02 16:01:09,,,,,,,,,,,,,10,13,15
2025-03-02 16:01:24,,,,,,,,,,,,,9,12,12
2025-03-02 16:01:39,,,,,,,,,,,,,10,11,14
2025-03-02 16:01:54,,,,,,,,,,,,,10,11,11
2025-03-02 16:02:09,,,,,,,,,,,,,8,10,10
2025-03-02 16:02:24,,,,,,,,,,,,,8,9,10
2025-03-02 16:02:39,,,,,,,,,,,,,9,11,11
2025-03-02 16:02:54,,,,,,,,,,,,,9,9,9
2025-03-02 16:03:09,,,,,,,,,,,,,9,10,11
2025-03-02 16:03:24,,,,,,,,,,,,,8,9,9
2025-03-02 16:03:39,,,,,,,,,,,,,8,9,9
2025-03-02 16:03:54,,,,,,,,,,,,,7,8,8
2025-03-02 16:04:09,,,,,,,,,,,,,9,11,11
2025-03-02 16:04:24,,,,,,,,,,,,,7,8,8
2025-03-02 16:04:39,,,,,,,,,,,,,7,9,10
2025-03-02 16:04:54,,,,,,,,,,,,,7,9,9
2025-03-02 16:05:09,,,,,,,,,,,,,7,8,8
2025-03-02 16:05:24,,,,,,,,,,,,,7,9,11
2025-03-02 16:05:39,,,,,,,,,,,,,8,11,11
2025-03-02 16:05:54,,,,,,,,,,,,,6,8,9
2025-03-02 16:06:09,,,,,,,,,,,,,7,8,8
2025-03-02 16:06:24,,,,,,,,,,,,,7,8,11
2025-03-02 16:06:39,,,,,,,,,,,,,8,10,10
2025-03-02 16:06:54,,,,,,,,,,,,,6,9,9
2025-03-02 16:07:09,,,,,,,,,,,,,9,11,11
2025-03-02 16:07:24,,,,,,,,,,,,,9,11,11
2025-03-02 16:07:39,,,,,,,,,,,,,9,11,12
2025-03-02 16:07:54,,,,,,,,,,,,,7,10,11
2025-03-02 16:08:09,,,,,,,,,,,,,7,8,10
2025-03-02 16:08:24,,,,,,,,,,,,,7,9,9
2025-03-02 16:08:39,,,,,,,,,,,,,7,9,9
2025-03-02 16:08:54,,,,,,,,,,,,,7,10,11
2025-03-02 16:09:09,,,,,,,,,,,,,8,9,9
2025-03-02 16:09:24,,,,,,,,,,,,,8,10,10
2025-03-02 16:09:39,,,,,,,,,,,,,9,11,12
2025-03-02 16:09:54,,,,,,,,,,,,,8,9,9
2025-03-02 16:10:09,,,,,,,,,,,,,7,8,8
2025-03-02 16:10:24,,,,,,,,,,,,,8,10,10
2025-03-02 16:10:39,,,,,,,,,,,,,8,10,10
2025-03-02 16:10:54,,,,,,,,,,,,,9,11,12
2025-03-02 16:11:09,,,,,,,,,,,,,8,9,9
2025-03-02 16:11:24,,,,,,,,,,,,,9,11,11
2025-03-02 16:11:39,,,,,,,,,,,,,9,10,12
2025-03-02 16:11:54,,,,,,,,,,,,,8,10,10
2025-03-02 16:12:09,,,,,,,,,,,,,8,10,11
2025-03-02 16:12:24,,,,,,,,,,,,,9,12,12
2025-03-02 16:12:39,,,,,,,,,,,,,8,11,11
2025-03-02 16:12:54,,,,,,,,,,,,,10,12,12
2025-03-02 16:13:09,,,,,,,,,,,,,8,11,11
2025-03-02 16:13:24,,,,,,,,,,,,,10,11,12
2025-03-02 16:13:39,,,,,,,,,,,,,10,14,14
2025-03-02 16:13:54,,,,,,,,,,,,,9,10,10
2025-03-02 16:14:09,,,,,,,,,,,,,9,10,10
2025-03-02 16:14:24,,,,,,,,,,,,,8,9,11
2025-03-02 16:14:39,,,,,,,,,,,,,8,15,16
2025-03-02 16:14:54,,,,,,,,,,,,,7,10,10
2025-03-02 16:15:09,,,,,,,,,,,,,8,9,9
2025-03-02 16:15:24,,,,,,,,,,,,,9,11,12
2025-03-02 16:15:39,,,,,,,,,,,,,9,12,12
2025-03-02 16:15:54,,,,,,,,,,,,,8,10,10
2025-03-02 16:16:09,,,,,,,,,,,,,6,8,8
2025-03-02 16:16:24,,,,,,,,,,,,,8,9,9
2025-03-02 16:16:39,,,,,,,,,,,,,7,15,18
2025-03-02 16:16:54,,,,,,,,,,,,,8,10,11
2025-03-02 16:17:09,,,,,,,,,,,,,7,8,10
2025-03-02 16:17:25,,,,,,,,,,,,,7,7,7
2025-03-02 16:17:40,,,,,,,,,,,,,7,7,7
2025-03-02 16:17:55,,,,,,,,,,,,,7,8,10
2025-03-02 16:18:10,,,,,,,,,,,,,8,13,13
2025-03-02 16:18:25,,,,,,,,,,,,,7,9,10
2025-03-02 16:18:40,,,,,,,,,,,,,6,8,8
2025-03-02 16:18:55,,,,,,,,,,,,,7,9,9
2025-03-02 16:19:10,,,,,,,,,,,,,7,8,8
2025-03-02 16:19:25,,,,,,,,,,,,,9,10,10
2025-03-02 16:19:40,,,,,,,,,,,,,9,10,10
2025-03-02 16:19:55,,,,,,,,,,,,,8,9,10
2025-03-02 16:20:10,,,,,,,,,,,,,7,9,12
2025-03-02 16:20:25,,,,,,,,,,,,,8,10,10
2025-03-02 16:20:40,,,,,,,,,,,,,8,10,10
2025-03-02 16:20:55,,,,,,,,,,,,,7,9,12
2025-03-02 16:21:10,,,,,,,,,,,,,8,11,13
2025-03-02 16:21:25,,,,,,,,,,,,,9,10,10
2025-03-02 16:21:40,,,,,,,,,,,,,8,9,12
2025-03-02 16:21:55,,,,,,,,,,,,,8,10,10
2025-03-02 16:22:10,,,,,,,,,,,,,9,10,10
2025-03-02 16:22:25,,,,,,,,,,,,,9,10,10
2025-03-02 16:22:40,,,,,,,,,,,,,7,9,10
2025-03-02 16:22:55,,,,,,,,,,,,,9,15,15
2025-03-02 16:23:10,,,,,,,,,,,,,8,10,11
2025-03-02 16:23:25,,,,,,,,,,,,,8,9,9
2025-03-02 16:23:40,,,,,,,,,,,,,9,9,9
2025-03-02 16:23:55,,,,,,,,,,,,,7,8,8
2025-03-02 16:24:10,,,,,,,,,,,,,9,11,13
2025-03-02 16:24:25,,,,,,,,,,,,,9,11,11
2025-03-02 16:24:40,,,,,,,,,,,,,9,10,13
2025-03-02 16:24:55,,,,,,,,,,,,,8,9,9
2025-03-02 16:25:10,,,,,,,,,,,,,8,10,10
2025-03-02 16:25:25,,,,,,,,,,,,,9,11,13
2025-03-02 16:25:40,,,,,,,,,,,,,10,13,13
2025-03-02 16:25:55,,,,,,,,,,,,,8,9,9
2025-03-02 16:26:10,,,,,,,,,,,,,10,12,12
2025-03-02 16:26:25,,,,,,,,,,,,,9,13,13
2025-03-02 16:26:40,,,,,,,,,,,,,9,13,13
2025-03-02 16:26:55,,,,,,,,,,,,,8,10,10
2025-03-02 16:27:10,,,,,,,,,,,,,10,13,13
2025-03-02 16:27:25,,,,,,,,,,,,,10,12,12
2025-03-02 16:27:40,,,,,,,,,,,,,10,12,12
2025-03-02 16:27:55,,,,,,,,,,,,,12,14,14
2025-03-02 16:28:10,,,,,,,,,,,,,9,11,14
2025-03-02 16:28:25,,,,,,,,,,,,,8,9,9
2025-03-02 16:28:40,,,,,,,,,,,,,8,10,11
2025-03-02 16:28:55,,,,,,,,,,,,,10,12,13
2025-03-02 16:29:10,,,,,,,,,,,,,12,16,16
2025-03-02 16:29:25,,,,,,,,,,,,,11,14,16
2025-03-02 16:29:40,,,,,,,,,,,,,9,10,10
2025-03-02 16:29:55,,,,,,,,,,,,,9,11,14
2025-03-02 16:30:10,,,,,,,,,,,,,9,11,11
2025-03-02 16:30:25,,,,,,,,,,,,,9,11,11
2025-03-02 16:30:40,,,,,,,,,,,,,9,12,14
2025-03-02 16:30:55,,,,,,,,,,,,,8,10,12
2025-03-02 16:31:10,,,,,,,,,,,,,10,11,15
2025-03-02 16:31:25,,,,,,,,,,,,,8,10,10
2025-03-02 16:31:40,,,,,,,,,,,,,8,10,10
2025-03-02 16:31:55,,,,,,,,,,,,,8,9,9
2025-03-02 16:32:10,,,,,,,,,,,,,8,10,10
2025-03-02 16:32:26,,,,,,,,,,,,,7,8,8
2025-03-02 16:32:41,,,,,,,,,,,,,7,9,9
2025-03-02 16:32:56,,,,,,,,,,,,,9,10,10
2025-03-02 16:33:11,,,,,,,,,,,,,8,9,9
2025-03-02 16:33:26,,,,,,,,,,,,,7,8,8
2025-03-02 16:33:41,,,,,,,,,,,,,7,9,9
2025-03-02 16:33:56,,,,,,,,,,,,,8,11,12
2025-03-02 16:34:11,,,,,,,,,,,,,10,11,11
2025-03-02 16:34:26,,,,,,,,,,,,,10,12,12
2025-03-02 16:34:41,,,,,,,,,,,,,11,14,14
2025-03-02 16:34:56,,,,,,,,,,,,,13,18,18
2025-03-02 16:35:11,,,,,,,,,,,,,12,14,14
2025-03-02 16:35:26,,,,,,,,,,,,,12,15,15
2025-03-02 16:35:41,,,,,,,,,,,,,10,12,12
2025-03-02 16:35:56,,,,,,,,,,,,,10,12,12
2025-03-02 16:36:11,,,,,,,,,,,,,8,10,12
2025-03-02 16:36:26,,,,,,,,,,,,,9,12,12
2025-03-02 16:36:41,,,,,,,,,,,,,11,15,15
2025-03-02 16:36:56,,,,,,,,,,,,,12,14,14
2025-03-02 16:37:11,,,,,,,,,,,,,11,15,19
2025-03-02 16:37:26,,,,,,,,,,,,,14,24,25
2025-03-02 16:37:41,,,,,,,,,,,,,13,17,21
2025-03-02 16:37:56,,,,,,,,,,,,,14,19,22
2025-03-02 16:38:11,,,,,,,,,,,,,14,19,19
2025-03-02 16:38:26,,,,,,,,,,,,,12,17,17
2025-03-02 16:38:41,,,,,,,,,,,,,13,18,21
2025-03-02 16:38:56,,,,,,,,,,,,,15,20,23
2025-03-02 16:39:11,,,,,,,,,,,,,13,17,20
2025-03-02 16:39:26,,,,,,,,,,,,,12,18,18
2025-03-02 16:39:41,,,,,,,,,,,,,14,17,17
2025-03-02 16:39:56,,,,,,,,,,,,,14,18,22
2025-03-02 16:40:11,,,,,,,,,,,,,11,16,16
2025-03-02 16:40:26,,,,,,,,,,,,,9,12,12
2025-03-02 16:40:41,,,,,,,,,,,,,11,12,12
2025-03-02 16:40:56,,,,,,,,,,,,,11,15,15
2025-03-02 16:41:11,,,,,,,,,,,,,11,14,14
2025-03-02 16:41:26,,,,,,,,,,,,,10,12,12
2025-03-02 16:41:41,,,,,,,,,,,,,8,10,10
2025-03-02 16:41:56,,,,,,,,,,,,,12,15,16
2025-03-02 16:42:11,,,,,,,,,,,,,13,16,19
2025-03-02 16:42:26,,,,,,,,,,,,,11,14,14
2025-03-02 16:42:41,,,,,,,,,,,,,11,13,13
2025-03-02 16:42:56,,,,,,,,,,,,,8,14,14
2025-03-02 16:43:11,,,,,,,,,,,,,9,12,13
2025-03-02 16:43:26,,,,,,,,,,,,,9,12,12
2025-03-02 16:43:41,,,,,,,,,,,,,8,10,15
2025-03-02 16:43:56,,,,,,,,,,,,,6,8,8
2025-03-02 16:44:11,,,,,,,,,,,,,7,9,9
2025-03-02 16:44:26,,,,,,,,,,,,,8,10,10
2025-03-02 16:44:41,,,,,,,,,,,,,8,9,11
2025-03-02 16:44:56,,,,,,,,,,,,,9,11,13
2025-03-02 16:45:11,,,,,,,,,,,,,7,9,9
2025-03-02 16:45:26,,,,,,,,,,,,,7,15,15
2025-03-02 16:45:41,,,,,,,,,,,,,7,8,11
2025-03-02 16:45:56,,,,,,,,,,,,,9,11,13
2025-03-02 16:46:11,,,,,,,,,,,,,8,9,9
2025-03-02 16:46:26,,,,,,,,,,,,,9,11,11
2025-03-02 16:46:41,,,,,,,,,,,,,9,11,11
2025-03-02 16:46:56,,,,,,,,,,,,,9,11,13
2025-03-02 16:47:11,,,,,,,,,,,,,10,12,13
2025-03-02 16:47:26,,,,,,,,,,,,,12,15,18
2025-03-02 16:47:42,,,,,,,,,,,,,11,13,13
2025-03-02 16:47:57,,,,,,,,,,,,,11,13,15
2025-03-02 16:48:12,,,,,,,,,,,,,12,20,22
2025-03-02 16:48:27,,,,,,,,,,,,,9,12,13
2025-03-02 16:48:42,,,,,,,,,,,,,11,12,12
2025-03-02 16:48:57,,,,,,,,,,,,,10,12,12
2025-03-02 16:49:12,,,,,,,,,,,,,10,13,13
2025-03-02 16:49:27,,,,,,,,,,,,,10,15,16
2025-03-02 16:49:42,,,,,,,,,,,,,9,12,12
2025-03-02 16:49:57,,,,,,,,,,,,,9,11,11
2025-03-02 16:50:12,,,,,,,,,,,,,8,10,10
2025-03-02 16:50:27,,,,,,,,,,,,,8,13,13
2025-03-02 16:50:42,,,,,,,,,,,,,6,8,10
2025-03-02 16:50:57,,,,,,,,,,,,,7,9,10
2025-03-02 16:51:12,,,,,,,,,,,,,9,11,11
2025-03-02 16:51:27,,,,,,,,,,,,,9,10,10
2025-03-02 16:51:42,,,,,,,,,,,,,9,13,13
2025-03-02 16:51:57,,,,,,,,,,,,,9,11,12
2025-03-02 16:52:12,,,,,,,,,,,,,12,14,14
2025-03-02 16:52:27,,,,,,,,,,,,,10,12,13
2025-03-02 16:52:42,,,,,,,,,,,,,13,18,18
2025-03-02 16:52:57,,,,,,,,,,,,,13,20,21
2025-03-02 16:53:12,,,,,,,,,,,,,17,21,21
2025-03-02 16:53:27,,,,,,,,,,,,,25,30,33
2025-03-02 16:53:42,,,,,,,,,,,,,20,27,27
2025-03-02 16:53:57,,,,,,,,,,,,,18,23,23
2025-03-02 16:54:12,,,,,,,,,,,,,17,23,24
2025-03-02 16:54:27,,,,,,,,,,,,,14,18,18
2025-03-02 16:54:42,,,,,,,,,,,,,13,16,16
2025-03-02 16:54:57,,,,,,,,,,,,,11,14,16
2025-03-02 16:55:12,,,,,,,,,,,,,11,14,16
2025-03-02 16:55:27,,,,,,,,,,,,,13,16,16
2025-03-02 16:55:42,,,,,,,,,,,,,11,14,14
2025-03-02 16:55:57,,,,,,,,,,,,,9,16,17
2025-03-02 16:56:12,,,,,,,,,,,,,11,14,16
2025-03-02 16:56:27,,,,,,,,,,,,,10,13,13
2025-03-02 16:56:42,,,,,,,,,,,,,10,11,11
2025-03-02 16:56:57,,,,,,,,,,,,,11,13,15
2025-03-02 16:57:12,,,,,,,,,,,,,11,13,15
2025-03-02 16:57:27,,,,,,,,,,,,,10,13,14
2025-03-02 16:57:42,,,,,,,,,,,,,10,11,11
2025-03-02 16:57:57,,,,,,,,,,,,,10,12,13
2025-03-02 16:58:12,,,,,,,,,,,,,10,11,12
2025-03-02 16:58:27,,,,,,,,,,,,,10,11,12
2025-03-02 16:58:42,,,,,,,,,,,,,9,11,12
2025-03-02 16:58:57,,,,,,,,,,,,,10,14,14
2025-03-02 16:59:12,,,,,,,,,,,,,10,15,16
2025-03-02 16:59:27,,,,,,,,,,,,,11,14,14
2025-03-02 16:59:42,,,,,,,,,,,,,10,11,11
2025-03-02 16:59:57,,,,,,,,,,,,,12,14,14
2025-03-02 17:00:12,,,,,,,,,,,,,9,10,11
2025-03-02 17:00:27,,,,,,,,,,,,,10,12,12
2025-03-02 17:00:42,,,,,,,,,,,,,10,11,11
2025-03-02 17:00:57,,,,,,,,,,,,,10,11,11
2025-03-02 17:01:12,,,,,,,,,,,,,11,12,15
2025-03-02 17:01:27,,,,,,,,,,,,,10,13,13
2025-03-02 17:01:42,,,,,,,,,,,,,11,12,14
2025-03-02 17:01:57,,,,,,,,,,,,,12,15,20
2025-03-02 17:02:12,,,,,,,,,,,,,12,16,18
2025-03-02 17:02:27,,,,,,,,,,,,,12,17,20
2025-03-02 17:02:42,,,,,,,,,,,,,11,14,14
2025-03-02 17:02:57,,,,,,,,,,,,,10,15,16
2025-03-02 17:03:12,,,,,,,,,,,,,9,12,12
2025-03-02 17:03:27,,,,,,,,,,,,,9,11,13
2025-03-02 17:03:43,,,,,,,,,,,,,13,14,17
2025-03-02 17:03:58,,,,,,,,,,,,,11,13,13
2025-03-02 17:04:13,,,,,,,,,,,,,10,12,14
2025-03-02 17:04:28,,,,,,,,,,,,,10,13,13
2025-03-02 17:04:43,,,,,,,,,,,,,9,13,14
2025-03-02 17:04:58,,,,,,,,,,,,,12,14,15
2025-03-02 17:05:13,,,,,,,,,,,,,11,14,15
2025-03-02 17:05:28,,,,,,,,,,,,,11,13,13
2025-03-02 17:05:43,,,,,,,,,,,,,11,13,13
2025-03-02 17:05:58,,,,,,,,,,,,,12,14,16
2025-03-02 17:06:13,,,,,,,,,,,,,12,14,17
2025-03-02 17:06:28,,,,,,,,,,,,,13,15,15
2025-03-02 17:06:43,,,,,,,,,,,,,12,15,15
2025-03-02 17:06:58,,,,,,,,,,,,,13,15,18
2025-03-02 17:07:13,,,,,,,,,,,,,13,16,16
2025-03-02 17:07:28,,,,,,,,,,,,,11,13,13
2025-03-02 17:07:43,,,,,,,,,,,,,12,14,16
2025-03-02 17:07:58,,,,,,,,,,,,,16,20,21
2025-03-02 17:08:13,,,,,,,,,,,,,10,15,17
2025-03-02 17:08:28,,,,,,,,,,,,,11,14,18
2025-03-02 17:08:43,,,,,,,,,,,,,12,18,18
2025-03-02 17:08:58,,,,,,,,,,,,,12,18,18
2025-03-02 17:09:13,,,,,,,,,,,,,10,13,16
2025-03-02 17:09:28,,,,,,,,,,,,,13,21,21
2025-03-02 17:09:43,,,,,,,,,,,,,9,12,12
2025-03-02 17:09:58,,,,,,,,,,,,,12,16,16
2025-03-02 17:10:13,,,,,,,,,,,,,12,17,17
2025-03-02 17:10:28,,,,,,,,,,,,,12,17,18
2025-03-02 17:10:43,,,,,,,,,,,,,13,16,17
2025-03-02 17:10:58,,,,,,,,,,,,,11,15,18
2025-03-02 17:11:13,,,,,,,,,,,,,11,14,14
2025-03-02 17:11:28,,,,,,,,,,,,,12,14,17
2025-03-02 17:11:43,,,,,,,,,,,,,10,15,16
